Substance_id	Substance_name	Substance_category	Substance_subcategory	cas_no	id_drugbank	id_pharmgkb	id_kegg	id_ttd	id_pubchem	id_chemspider	id_npass	synonyms	Molecular_formula	inchikey	iupacname	Product_company	Therapeutic_class
PMDBD727	Radiation sensitizer misonidazole	Therapeutic Substance	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD728	Raloxifene hydrochloride	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	54900	n.a.	n.a.	RALOXIFENE HYDROCHLORIDE; 82640-04-8; Raloxifene Hcl; Evista; Keoxifene hydrochloride; Keoxifene; (6-Hydroxy-2-(4-hydroxyphenyl)benzo[b]thiophen-3-yl)(4-(2-(piperidin-1-yl)ethoxy)phenyl)methanone hydrochloride; LY 156758; Raloxifene (hydrochloride); UNII-4F86W47BR6; C28H27NO4S.HCl; LY156758; CHEBI:50740; Evista (Raloxifene Hydrochloride); 4F86W47BR6; Optruma; LY-156758; 6-Hydroxy-2-(p-hydroxyphenyl)benzo(b)thien-3-yl-p-(2-piperidinoethoxy)phenyl ketone, hydrochloride; C28H28ClNO4S; DSSTox_RID_79119; DSSTox_CID_14181; DSSTox_GSI	C28H28ClNO4S	BKXVVCILCIUCLG-UHFFFAOYSA-N	[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone;hydrochloride	n.a.	n.a.
PMDBD733	Red Ginseng	Herbal Substance	Medicinal Herb	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD734	Red meat (haem)	Dietary Substance	Foods	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD735	Red wine	Dietary Substance	Drinks	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD736	Red wine grape extract	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD737	Regular soy milk	Dietary Substance	Drinks	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD743	Ribostamycin sulfate salt	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	6419922	n.a.	n.a.	Ribostamycin sulfate salt; 53797-35-6; Prestwick_190; HMS1570G18	C17H36N4O14S	RTCDDYYZMGGHOE-SAQGLUNGSA-N	5-amino-2-(aminomethyl)-6-[4,6-diamino-2-[(2S,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol;sulfuric acid	n.a.	n.a.
PMDBD749	Riluzole hydrochloride	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	6419992	n.a.	n.a.	Riluzole hydrochloride; 850608-87-6; 2-Amino-6-trifluoromethoxybenzothiazole hydrochloride; SMR000449311; SR-01000002997; Prestwick_644; CPD000449311; Riluzole (hydrochloride); MLS001424008; MLS000758261; SCHEMBL1394245; CHEMBL1531817; HY-B0211A; 2-Benzothiazolamine, 6-(trifluoromethoxy)-, monohydrochloride; HMS1568B15; AKOS024458639; CCG-100788; NC00038; NCGC00180988-01; CS-0020981; SR-01000002997-9; SR-01000002997-4; 2-Amino-6-(trifluoromethoxy)-benzothiazole hydrochloride; 6-(Trifluoromethoxy)benzo[d]thiazol-2-amine hydrochlor	C8H6ClF3N2OS	QEAOELIJQRYJJS-UHFFFAOYSA-N	6-(trifluoromethoxy)-1,3-benzothiazol-2-amine;hydrochloride	n.a.	n.a.
PMDBD752	Rizatriptan benzoate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	77997	n.a.	n.a.	Rizatriptan benzoate; 145202-66-0; Maxalt; Maxalt-MLT; MK-462; Rizatriptan (benzoate); MK 462; MK-0462; UNII-WR978S7QHH; MK 0462; 2-(5-((1H-1,2,4-TRIAZOL-1-YL)METHYL)-1H-INDOL-3-YL)-N,N-DIMETHYLETHANAMINE BENZOATE; Rizatriptan benzoate [USAN:USP]; L 705126; L-705126; WR978S7QHH; L-705,126; L 705,126; Rizatriptan Benzoate (Maxalt); N,N-Dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethylamine benzoate; AK163196; 3-(2-(Dimethylamino)ethyl)-5-(1H-1,2,4-triazol-1-ylmethyl)indole monobenzoate; 1H-Indole-3-ethanamine, N,N-dim	C22H25N5O2	JPRXYLQNJJVCMZ-UHFFFAOYSA-N	benzoic acid;N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine	n.a.	n.a.
PMDBD753	Ronidazole	Therapeutic Substance	Approved Drug (veterinary medicine)	n.a.	n.a.	n.a.	n.a.	n.a.	5094	n.a.	n.a.	ronidazole; 7681-76-7; Ronidazol; Ridzol; Ridzol P; Ridazole; Dugro; (1-Methyl-5-nitro-1H-imidazol-2-yl)methyl carbamate; (1-Methyl-5-nitroimidazol-2-yl)methyl carbamate; Ronidazolum; Ronidazol-pharmachim; Ronidazol [INN-Spanish]; Ronidazolum [INN-Latin]; UNII-E01R4M1063; 1H-Imidazole-2-methanol, 1-methyl-5-nitro-, carbamate (ester); Ronidazol-pharmachim [Bulgarian]; EINECS 231-675-1; BRN 0886221; 1-Methyl-5-nitroimidazole-2-methanol carbamate ester; AI3-27430; MLS000028665; C6H8N4O4; E01R4M1063; 1-Methyl-5-nitro-1H-imidazole-2-m	C6H8N4O4	PQFRTXSWDXZRRS-UHFFFAOYSA-N	(1-methyl-5-nitroimidazol-2-yl)methyl carbamate	n.a.	n.a.
PMDBD754	Rosmarinus officinals	Herbal Substance	Medicinal Herb	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD763	Salvia officinalis	Herbal Substance	Medicinal Herb	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD764	Saquinavir mesylate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	60934	n.a.	n.a.	Saquinavir mesylate; 149845-06-7; Invirase; Fortovase; Saquinavir mesilate; Saquinavir, Mesylate; Ro 31-8959/003; UNII-UHB9Z3841A; Saquinavir monomethanesulfonate salt; UHB9Z3841A; CHEBI:32121; Saquinavir mesylate (AIDS Initiative); NCGC00091469-01; DSSTox_CID_3835; DSSTox_RID_77202; DSSTox_GSID_23835; Ro 31-8959; (S)-N-((alphaS)-alpha-((1R)-2-((3S,4aS,8aS)-3-(tert-Butylcarbamoyl)octahydro-2(1H)-isoquinolyl)-1-hydroxyethyl)phenethyl)-2-quinaldamidosuccinamide monomethanesulfonate (salt); Butanediamide, N1-[(1S,2R)-3-[(3S,4aS	C39H54N6O8S	IRHXGOXEBNJUSN-YOXDLBRISA-N	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide;methanesulfonic acid	n.a.	n.a.
PMDBD766	Saturated fat	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD767	Saturated fat (palmitate)	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD768	Saturated fats	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD774	Semen Coicis	Herbal Substance	Medicinal Herb	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD777	Sertaconazole nitrate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	200103	n.a.	n.a.	Sertaconazole nitrate; 99592-39-9; Dermofix; Ertaczo; Zalain; Sertaconazole (nitrate); FI 7056; FI-7045; Ginedermofix; Dermoseptic; Sertaconazole mononitrate; 1-[2-[(7-Chloro-1-benzothien-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole nitrate; 1H-Imidazole, 1-(2-((7-chlorobenzo(b)thien-3-yl)methoxy)-2-(2,4-dichlorophenyl)ethyl)-, mononitrate; Fisderm; Onabet; Extens; SR-05000001439; 1-[2-[(7-chloro-1-benzothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid; Ertaczo (TN); Zalain (TN); 1-(2-((7-Chlo	C20H16Cl3N3O4S	HAAITRDZHUANGT-UHFFFAOYSA-N	1-[2-[(7-chloro-1-benzothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid	n.a.	n.a.
PMDBD781	Sildenafil citrate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	135413523	n.a.	n.a.	Sildenafil citrate; 171599-83-0; Revatio; VIAGRA; Sildenafil (citrate); Caverta; Sildenafil citrate [USAN]; UNII-BW9B0ZE037; Sildenafil citrate salt; BW9B0ZE037; CHEBI:58987; 5-(2-ethoxy-5-((4-methylpiperazin-1-yl)sulfonyl)phenyl)-1-methyl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7(6H)-one 2-hydroxypropane-1,2,3-tricarboxylate; UK 92480-10; UK 92480; sildenafilcitrate; UK-92480-10; DSSTox_RID_81321; DSSTox_CID_26076; DSSTox_GSID_46076; 1-((3-(6,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sul	C28H38N6O11S	DEIYFTQMQPDXOT-UHFFFAOYSA-N	5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one;2-hydroxypropane-1,2,3-tricarboxylic acid	n.a.	n.a.
PMDBD782	Silybum marianum	Herbal Substance	Medicinal Herb	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD784	Sisomicin sulfate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	439243	n.a.	n.a.	Sisomicin sulfate; Extramycin; Pathomycin; 53179-09-2; Siseptin; Baymicine; Sisomin; Mensiso; Sisomycin sulfate; UNII-K14444371C; Sch 13475 sulfate; Antibiotic 66-40 sulfate; Disisomicin pentakis(sulphate); EINECS 258-414-4; K14444371C; Sisomicin (sulfate); O-3-Deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-&gt;4)-O-(2,6-diamino-2,3,4,6-tetradeoxy-alpha-D-glycero-hex-4-enopyranosyl-(1-&gt;6))-2-deoxy-L-streptamine sulfate (2:5) (salt); Siseptin (TN); Sisomicin sulfate [USAN:USP:JAN]	C38H84N10O34S5	CIKNYWFPGZCHDL-ZHFUJENKSA-N	(2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol;sulfuric acid	n.a.	n.a.
PMDBD786	Sodium butyrate	Environmental Chemicals	Microbiota metabolite	n.a.	n.a.	n.a.	n.a.	n.a.	5222465	n.a.	n.a.	SODIUM BUTYRATE; 156-54-7; Sodium butanoate; Butyric acid sodium salt; Butanoic acid, sodium salt; Butyrate sodium; Sodium n-butyrate; Butyric acid, sodium salt; Sodium propanecarboxylate; Butanoic acid, sodium salt (1:1); Butanoic acid sodium salt; UNII-8RAS91C36W; CCRIS 7068; HSDB 5655; Sodium butyrate (USP); TPA/BA; Sodium butyrate [USP]; EINECS 205-857-6; C4H7NaO2; MFCD00002816; NSC 174280; 8RAS91C36W; CHEBI:64103; Butyric Acid, Na; Butyric acid sodium salt, 98%; CHEMBL62381; NSC174280; NSC-174280; NCGC00167555-01; Sodiumbutanoate	C4H7NaO2	MFBOGIVSZKQAPD-UHFFFAOYSA-M	sodium;butanoate	n.a.	n.a.
PMDBD787	Sodium cyclamate	Dietary Substance	Dietary Compounds; Artificial Sweetener	n.a.	n.a.	n.a.	n.a.	n.a.	23665706	n.a.	n.a.	SODIUM CYCLAMATE; 139-05-9; Sodium cyclohexylsulfamate; Sodium N-cyclohexylsulfamate; Cyclamate sodium; Sulfamic acid, cyclohexyl-, monosodium salt; Cyclamic acid sodium salt; Suestamin; Assugrin; Sugaron; Suessette; Ibiosuc; Sugarin; Natrii cyclamas; Sucaryl sodium; Sodium sucaryl; Ciclamato sodico; Hachi-Sugar; Dulzor-Etas; Natrium cyclamicum; Assurgrin feinsuss; Assurgrin vollsuss; Sodium cyclohexanesulfamate; Sucrum 7; Cyclamate de sodium; Asugryn; Natrium cyclohexylsulfamat; Cyclohexylsulfamate sodium; Natriumzyklamate [German]	C6H12NNaO3S	UDIPTWFVPPPURJ-UHFFFAOYSA-M	sodium;N-cyclohexylsulfamate	n.a.	n.a.
PMDBD791	Soy isoflavones (daidzein, genistein, glycitein)	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD792	Soy milk	Dietary Substance	Drinks	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD793	Soy milk (powder)	Dietary Substance	Drinks	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD794	Soy protein	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD795	Soy protein concentrate (SPC)	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD797	Soygerm powder	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD799	Spectinomycin dihydrochloride	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	64740	n.a.	n.a.	Spectinomycin dihydrochloride; 21736-83-4; Spectinomycin hydrochloride; actinospectacin; Spectinomycin 2HCl; Spectinomycin HCl; Spectinomycin (dihydrochloride); Spectinomycin dihydrochloride pentahydrate; CHEBI:9216; EN300-74585; DSSTox_RID_80873; DSSTox_CID_25429; DSSTox_GSID_45429; 22189-32-8; UNII-296JEI210Z	C14H26Cl2N2O7	FOGDPGQSHLLYIK-XYQGXRRISA-N	(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one;dihydrochloride	n.a.	n.a.
PMDBD800	Spiperone	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	5265	n.a.	n.a.	spiperone; Spiropitan; Spiroperidol; 749-02-0; Spiperonum; Espiperona; [3H]spiperone; [3H]-spiperone; R 5147; Spiperonum [INN-Latin]; Espiperona [INN-Spanish]; E 525; UNII-4X6E73CJ0Q; NSC 170983; 8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one; MLS000028615; Spiperone [USAN:INN:BAN:JAN]; 8-(3-(p-Fluorobenzoyl)propyl)-1-phenyl-1,3,8-triazaspiro(4.5)decan-4-one; 8-(3-p-Fluorobenzoyl-1-propyl)-4-oxo-1-phenyl-1,3,8-triazaspiro(4,5)decane; EINECS 212-024-0; BRN 0632204; SMR000058674; 1,3,8-Triazaspiro(4.5	C23H26FN3O2	DKGZKTPJOSAWFA-UHFFFAOYSA-N	8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one	n.a.	n.a.
PMDBD802	Stachyose	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	439531	n.a.	n.a.	Stachyose; 470-55-3; Lupeose; CHEBI:17164; stachyose hydrate; Manneotetrose; alpha-D-Galp-(1-&gt;6)-alpha-D-Galp-(1-&gt;6)-alpha-D-Glcp-(1&lt;-&gt;2)-beta-D-Fruf; 54261-98-2; O-alpha-D-galactopyranosyl-(1-&gt;6)o-alpha-D-galactopyranosyl-(1-&gt;6)O-alpha-D-galactopyranosyl-beta-D-fructofuranoside; Stachyose hydrate from Stachys tuberifera; 10094-58-3; tachyose; Stachyose n-Hydrate; MFCD00149457; Stachyose - 70%; bmse000240; Epitope ID:150068; C01613; SCHEMBL32922; CHEMBL1625803; ZINC85544384; AKOS016009597; NCGC00246978-01; AK111	C24H42O21	UQZIYBXSHAGNOE-XNSRJBNMSA-N	(2S,3R,4S,5R,6R)-2-[[(2R,3R,4S,5R,6S)-6-[[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	n.a.	n.a.
PMDBD805	Streptozotocin	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	29327	n.a.	n.a.	streptozocin; STREPTOZOTOCIN; 18883-66-4; streptozosin; Streptozocinium; Streptozocine; Estreptozocina; Streptozocinum; alpha-Streptozocin; streptozotocin (stz); N-D-Glucosyl-(2)-N'-nitrosomethylurea; CHEBI:9288; C8H15N3O7; N-D-Glucosyl-(2)-N'-nitrosomethylharnstoff; 2-Deoxy-2-(((methylnitrosoamino)carbonyl)amino)-D-glucopyranose; UNII-8H27GUR065; 8H27GUR065; 2-Deoxy-2-(3-methyl-3-nitrosoureido)-D-glucopyranose; 2-deoxy-2-{[methyl(nitroso)carbamoyl]amino}-alpha-D-glucopyranose; DSSTox_CID_1282; DSSTox_RID_76055; DSSTox_GSID_212	C8H15N3O7	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	1-methyl-1-nitroso-3-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea	n.a.	n.a.
PMDBD807	Sulconazole nitrate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	65495	n.a.	n.a.	Sulconazole nitrate; 61318-91-0; Exelderm; 82382-23-8; Sulconazole nitrate salt; Sulconazole mononitrate; Sulconazolenitrate; 1-[2-(4-Chlorobenzylthio)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole nitrate; RS 44872; RS-44872; MLS000028611; RS-44872-00-10-3; SMR000058734; 1-(2-[p-Chlorobenzylthio]-2-[2,4-dichlorophenyl]ethyl)-1H-imidazole; (+-)-1-(2,4-Dichloro-beta-((4-chlorobenzyl)thio)phenethyl)imidazole nitrate; DSSTox_RID_80911; DSSTox_CID_25490; (+-)-1-(2,4-Dichloro-beta-((p-chlorobenzyl)thio)phenethyl)imidazole mononitrat	C18H16Cl3N3O3S	CRKGMGQUHDNAPB-UHFFFAOYSA-N	1-[2-[(4-chlorophenyl)methylsulfanyl]-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid	n.a.	n.a.
PMDBD809	Sulfamonomethoxine	Therapeutic Substance	Approved Drug (veterinary medicine)	n.a.	n.a.	n.a.	n.a.	n.a.	5332	n.a.	n.a.	sulfamonomethoxine; 1220-83-3; Sulfamonomethoxin; Daimeton; Sulfamonometoxina; 4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide; Sulfamonomethoxinum; 4-Amino-N-(6-methoxy-4-pyrimidinyl)benzenesulfonamide; DS-36; DJ-1550; N1-(6-Methoxy-4-pyrimidinyl)sulfanilamide; ICI 32525; Ro 4-3476; UNII-U700P169W2; Sulfamonometoxina [INN-Spanish]; Sulfamonomethoxinum [INN-Latin]; 4-METHOXY-6-SULFANILAMIDOPYRIMIDINE; 4-amino-N-(6-methoxypyrimidin-4-yl)benzene-1-sulfonamide; BRN 	C11H12N4O3S	WMPXPUYPYQKQCX-UHFFFAOYSA-N	4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide	n.a.	n.a.
PMDBD814	Sulfonamide antibiotics	Therapeutic Substance	Drug Class	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD815	Sulfoxide	Environmental Chemicals	Unclassified Substance	n.a.	n.a.	n.a.	n.a.	n.a.	8442	n.a.	n.a.	Sulfoxide; PIPERONYL SULFOXIDE; Sulfoxyl; Sulphoxide; Sulfox-cide; Sulfocide; 120-62-7; n-Octylisosafrole sulfoxide; Isosafrole n-octylsulfoxide; Sulfoxide (synergist); n-Octylsulfoxide of isosafrole; Isosafrole octyl sulfoxide; Piperonyl sulfoxide (insecticide); Isosafrole, octyl sulfoxide; NCI-C02824; Caswell No. 615; ENT 16,634; Isofrol-n-octyl sulfoxide; UNII-WOR3CS513R; Piperonyl sulfoxide (VAN); NSC 8400; CCRIS 523; 5-[2-(Octylsulfinyl)propyl]-1,3-benzodioxole; n-Octyl sulfoxide of isosafrole; HSDB 1746; 1-Methyl-2-(3,4-methy	C18H28O3S	ATTZFSUZZUNHBP-UHFFFAOYSA-N	5-(2-octylsulfinylpropyl)-1,3-benzodioxole	n.a.	n.a.
PMDBD817	Sulindac sulfide	Environmental Chemicals	Active Metabolite of Prodrug	n.a.	n.a.	n.a.	n.a.	n.a.	5352624	n.a.	n.a.	Sulindac sulfide; 49627-27-2; (Z)-Sulindac sulfide; UNII-6UVA8S2DEY; 32004-67-4; 6UVA8S2DEY; CHEMBL18797; CHEBI:75408; (Z)-5-Fluoro-2-methyl-1-[p-(methylthio)benzylidene]indene-3-acetic acid; NCGC00161601-01; DSSTox_CID_29004; DSSTox_RID_83269; DSSTox_GSID_49078; Sulindac sulphide; {(1Z)-5-fluoro-2-methyl-1-[4-(methylsulfanyl)benzylidene]-1H-inden-3-yl}acetic acid; (Z)-5-Fluoro-2-methyl-1-((4-(methylthio)phenyl)methylene)-1H-indene-3-acetic acid; (Z)-2-(3-(4-(methylthio)benzylidene)-6-fluoro-2-methyl-3H-inden-1-yl)acetic a	C20H17FO2S	LFWHFZJPXXOYNR-MFOYZWKCSA-N	2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfanylphenyl)methylidene]inden-1-yl]acetic acid	n.a.	n.a.
PMDBD820	Sumatriptan succinate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	59772	n.a.	n.a.	SUMATRIPTAN SUCCINATE; 103628-48-4; Imitrex; Imigran; Suminat; Migratriptan; Sumadol; Sumigrene; Novelian; Migratan; Antibet; Permicran; Diletan; Sumatrin; Micralgin; Imijekt; Arcoiran; Migmax; Sumavel DosePro; 1-(3-(2-(Dimethylamino)ethyl)-1H-indol-5-yl)-N-methylmethanesulfonamide succinate; Alsuma; Sumatriptan (succinate); Sumatriptan succinate [USAN]; UNII-J8BDZ68989; C14H21N3O2S.C4H6O4; GR 43175C; GR 43175; sumatriptan hydrogen succinate; CHEBI:64359; J8BDZ68989; GR-43175C; Onzetra Xsail; mitrex; Zembrace SymTouch; Sumitrex; Imitrex (TN)	C18H27N3O6S	PORMUFZNYQJOEI-UHFFFAOYSA-N	butanedioic acid;1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide	n.a.	n.a.
PMDBD823	Talampicillin hydrochloride	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	71446	n.a.	n.a.	talampicillin hydrochloride; Yamacillin; Talampicillin HCl; Talpen; BRL 8988; Talampicillin hydrochloride [USAN:JAN]; 39878-70-1; (2S,5R,6R)-6-((R)-2-Amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid ester with 3-hydroxyphthalide, monohydrochloride; CHEBI:34993; Aseocillin (TN)	C24H24ClN3O6S	PAZSYTCTHYSIAO-WVFSJLEKSA-N	(3-oxo-1H-2-benzofuran-1-yl) (2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate;hydrochloride	n.a.	n.a.
PMDBD824	Tamoxifen citrate	Therapeutic Substance	Approved Drug	n.a.	n.a.	n.a.	n.a.	n.a.	2733525	n.a.	n.a.	Tamoxifen citrate; 54965-24-1; Istubal; Tamoxifen (Citrate); Zitazonium; UNII-7FRV7310N6; Tamoxifen citrate salt; ICI 46474; Zynoplex; Tamoxifen Citrate (Nolvadex); Tamoplex; Noxitem; Ledertam; Ginarsan; Tamoxasta; Oncotam; Terimon; Tafoxen; Jenoxifen; Tamofen; Nourytan; Farmifeno; Nolgen; Emblon; Noltam; Zemide; Kessar; Tamax; Taxus; Genox; Tamox-Puren; Apo-Tamox; C32H37NO8; 7FRV7310N6; Z-Tamoxifen citrate; NSC180973; NCGC00024928-06; Tamoxifen citrate, 98%; CAS-54965-24-1; DSSTox_CID_1301; DSSTox_RID_76068; DSSTox_GSID_21301; CCRIS 6718; Caditam	C32H37NO8	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid	n.a.	n.a.
PMDBD825	Taurine conjugated bile acid	Environmental Chemicals	Human Metabolite	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
PMDBD827	Tea polyphenols	Dietary Substance	Dietary Compounds	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
