microbe_id	microbe_tax_id	microbe_name	microbe_tax_level	genus_id	genus_name	family_id	family_name	superking_id	superking_name	if_probiotic	probiotic_use_species	probiotic_research_stage	if_has_abundance							
PMDBM983	546273	Veillonella	dispar	ATCC	17748	Strain	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM984	450749	Veillonella	sp.	6_1_27	Strain	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM985	879309	Veillonella	sp.	oral	taxon	158	str.	F0412	Strain	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM986	n.a.	Veillonella	unclassified	n.a.	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM987	31977	Veillonellaceae	family	n.a.	n.a.	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM988	203557	Verrucomicrobiaceae	family	n.a.	n.a.	203557	Verrucomicrobiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM989	662	Vibrio	genus	662	Vibrio	641	Vibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM990	675811	Vibrio	furnissii	CIP	102972	Strain	662	Vibrio	641	Vibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM991	911104	Weissella	cibaria	KACC	11862	Strain	46255	Weissella	81850	Leuconostocaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM992	338	Xanthomonas	genus	338	Xanthomonas	32033	Xanthomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM993	316273	Xanthomonas	campestris	pv.	vesicatoria	str.	Oct-85	Strain	338	Xanthomonas	32033	Xanthomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM994	406818	Xenorhabdus	bovienii	SS-2004	Strain	626	Xenorhabdus	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM995	406817	Xenorhabdus	nematophila	ATCC	19061	Strain	626	Xenorhabdus	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM996	393305	Yersinia	enterocolitica	subsp.	enterocolitica	8081	Strain	629	Yersinia	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM997	n.a.	α-Diversity	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No							
PMDBM998	n.a.	γ-Proteobacteria	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No							
PMDBM10	n.a.	Alistipes	indistinctus	DSM	22520	Strain	239759	Alistipes	171550	Rikenellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM100	216816	Bifidobacterium	longum	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM101	n.a.	Bifidobacterium	longum	H-1	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM102	n.a.	Bifidobacterium	longum	HY8001	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM103	1682	Bifidobacterium	longum	subsp.	infantis	Subspecies	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Animal	Marketed	Yes				
PMDBM104	537937	Bifidobacterium	longum	subsp.	Infantis	CCUG52486	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes			
PMDBM106	28026	Bifidobacterium	pseudocatenulatum	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM11	28117	Alistipes	putredinis	Species	239759	Alistipes	171550	Rikenellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM110	35832	Bilophila	Genus	35832	Bilophila	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM111	35833	Bilophila	wadsworthia	Species	n.a.	n.a.	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM112	572511	Blautia	Genus	572511	Blautia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM114	537007	Blautia	hansenii	DSM20583	Strain	572511	Blautia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM117	33035	Blautia	producta	Species	572511	Blautia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM119	478749	Marvinbryantia	formatexigens	DSM	14469	Strain	248744	Marvinbryantia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM12	174708	Allobaculum	Genus	174708	Allobaculum	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM121	580596	Butyricicoccus	Genus	580596	Butyricicoccus	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM122	501571	Butyricicoccus	pullicaecorum	Species	580596	Butyricicoccus	31979	Clostridiaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM123	574697	Butyricimonas	Genus	574697	Butyricimonas	1853231	Odoribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM127	194	Campylobacter	Genus	194	Campylobacter	72294	Campylobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM128	5476	Candida	albicans	Species	1535326	Candida	766764	Debaryomycetaceae	2759	Eukaryota	n.a.	n.a.	n.a.	Yes						
PMDBM129	2747	Carnobacterium	Genus	2747	Carnobacterium	186828	Carnobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM13	1283313	Alloprevotella	Genus	1283313	Alloprevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM134	546	Citrobacter	freundii	Species	544	Citrobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM138	1898207	Clostridiales	bacterium	Species	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM141	1485	Clostridium	Genus	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM142	518636	Clostridium	asparagiforme	DSM15981	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM144	411902	Clostridium	bolteae	ATCCBAA-613	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM145	1492	Clostridium	butyricum	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM149	699035	Clostridium	difficile	120	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM150	566550	Clostridium	hathewayi	DSM13479	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM151	n.a.	Clostridium	innocuum	ES	6月24日	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM152	1535	Clostridium	leptum	Species	n.a.	n.a.	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM153	1502	Clostridium	perfringens	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM154	445974	Clostridium	ramosum	DSM1402	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM157	29347	Clostridium	scindens	Species	1506553	Lachnoclostridium	186803	Lachnospiraceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM158	411468	Clostridium	scindens	ATCC35704	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM16	561177	Anaerococcus	hydrogenalis	DSM7454	Strain	165779	Anaerococcus	1570339	Peptoniphilaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM161	428126	Clostridium	spiroforme	DSM1552	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM162	1509	Clostridium	sporogenes	Species	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM163	471871	Clostridium	sporogenes	ATCC15579	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM164	411472	Clostridium	symbiosum	ATCC14940	Strain	1485	Clostridium	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM166	102106	Collinsella	Genus	102106	Collinsella	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM167	74426	Collinsella	aerofaciens	Species	102106	Collinsella	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM168	411903	Collinsella	aerofaciens	ATCC25986	Strain	102106	Collinsella	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM169	521003	Collinsella	intestinalis	DSM13280	Strain	102106	Collinsella	84107	Coriobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM170	33042	Coprococcus	Genus	33042	Coprococcus	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM171	410072	Coprococcus	comes	Species	33042	Coprococcus	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM172	470146	Coprococcus	comes	ATCC27758	Strain	33042	Coprococcus	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM175	1716	Corynebacterium	Genus	1716	Corynebacterium	1653	Corynebacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM176	28141	Cronobacter	sakazakii	Species	413496	Cronobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM178	49338	Desulfitobacterium	hafniense	Species	36853	Desulfitobacterium	186807	Peptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM179	872	Desulfovibrio	Genus	872	Desulfovibrio	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM180	876	Desulfovibrio	desulfuricans	Species	872	Desulfovibrio	194924	Desulfovibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM182	189330	Dorea	Genus	189330	Dorea	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM183	39486	Dorea	formicigenerans	Species	189330	Dorea	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM184	411461	Dorea	formicigenerans	ATCC27755	Strain	189330	Dorea	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM185	500638	Edwardsiella	tarda	ATCC23685	Strain	1903412	Edwardsiella	635	Hafniaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM186	84112	Eggerthella	lenta	Species	84111	Eggerthella	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM187	n.a.	Eggerthella	lenta	ATCC25559	Strain	84111	Eggerthella	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM19	244127	Anaerotruncus	Genus	244127	Anaerotruncus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM191	547	Enterobacter	Genus	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM192	500639	Enterobacter	cancerogenus	ATCC35316	Strain	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM193	550	Enterobacter	cloacae	Species	547	Enterobacter	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM196	1350	Enterococcus	Genus	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM198	37734	Enterococcus	casseliflavus	Species	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM199	1351	Enterococcus	faecalis	Species	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM2	469	Acinetobacter	Genus	469	Acinetobacter	468	Moraxellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM20	169435	Anaerotruncus	colihominis	Species	244127	Anaerotruncus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM200	226185	Enterococcus	faecalis	V583	Strain	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM201	1352	Enterococcus	faecium	Species	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM202	1354	Enterococcus	hirae	Species	1350	Enterococcus	81852	Enterococcaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM208	561	Escherichia	Genus	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM209	562	Escherichia	coli	Species	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	Yes	Human	Clinical	trial	Yes					
PMDBM21	445972	Anaerotruncus	colihominis	DSM17241	Strain	244127	Anaerotruncus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM210	1322345	Escherichia	coli	ATCC	25922	Species	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM211	n.a.	Escherichia	coli	BW25113	Strain	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM212	585397	Escherichia	coli	ED1a	Species	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM213	585034	Escherichia	coli	IAI1	Species	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM214	316435	Escherichia	coli	Nissle	1917	Species	561	Escherichia	543	Enterobacteriaceae	2	Bacteria	Yes	Human	Clinical	trial	Yes			
PMDBM216	1730	Eubacterium	Genus	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM218	518637	Eubacterium	biforme	DSM3989	Strain	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM219	39485	Eubacterium	eligens	Species	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM22	162425	Aspergillus	nidulans	Species	5052	Aspergillus	1131492	Aspergillaceae	2759	Eukaryota	n.a.	n.a.	n.a.	Yes						
PMDBM220	411469	Eubacterium	hallii	DSM3353	Strain	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM221	1736	Eubacterium	limosum	Species	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM223	39490	Eubacterium	ramulus	Species	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM224	39491	Eubacterium	rectale	Species	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM225	515619	Eubacterium	rectale	ATCC33656	Strain	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM23	5062	Aspergillus	oryzae	Species	5052	Aspergillus	1131492	Aspergillaceae	2759	Eukaryota	n.a.	n.a.	n.a.	Yes						
PMDBM230	411463	Eubacterium	ventriosum	ATCC27560	Strain	1730	Eubacterium	186806	Eubacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM232	216851	Faecalibacterium	Genus	216851	Faecalibacterium	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM233	853	Faecalibacterium	prausnitzii	Species	216851	Faecalibacterium	541000	Ruminococcaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM236	833	Fibrobacter	succinogenes	Species	832	Fibrobacter	204431	Fibrobacteraceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM244	n.a.	Fusobacterium	nucleatum	G-470	Species	848	Fusobacterium	203492	Fusobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM247	2701	Gardnerella	Genus	2701	Gardnerella	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM249	644652	Gordonibacter	Genus	644652	Gordonibacter	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM253	210	Helicobacter	pylori	Species	209	Helicobacter	72293	Helicobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM255	570	Klebsiella	Genus	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM256	571	Klebsiella	oxytoca	Species	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM257	574	Klebsiella	pneumoniae	subsp.	ozaenae	Subspecies	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM258	573	Klebsiella	pneumoniae	Species	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM259	39831	Klebsiella	pneumoniae	subsp.	rhinoscleromatis	Subspecies	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM26	55087	Bacillus	Genus	55087	Bacillus	55086	Bacillidae	2759	Eukaryota	n.a.	n.a.	n.a.	Yes							
PMDBM268	1578	Lactobacillus	Genus	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM269	1579	Lactobacillus	acidophilus	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Field	trial	(Animal)	Yes				
PMDBM270	1580	Lactobacillus	brevis	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM271	1585	Lactobacillus	delbrueckii	subsp.	bulgaricus	Subspecies	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes				
PMDBM272	1613	Lactobacillus	fermentum	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM274	33959	Lactobacillus	johnsonii	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM276	97478	Lactobacillus	mucosae	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Human	Clinical	trial	Yes					
PMDBM277	1622	Lactobacillus	murinus	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM279	1590	Lactobacillus	plantarum	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM280	1598	Lactobacillus	reuteri	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM281	525341	Lactobacillus	reuteri	CF48-3A	BEI	HM-102	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes			
PMDBM282	47715	Lactobacillus	rhamnosus	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM285	1357	Lactococcus	Genus	1357	Lactococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM286	1363	Lactococcus	garvieae	Species	1357	Lactococcus	1300	Streptococcaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM288	1243	Leuconostoc	Genus	1243	Leuconostoc	81850	Leuconostocaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM290	2172	Methanobrevibacter	Genus	2172	Methanobrevibacter	2159	Methanobacteriaceae	2157	Archaea	n.a.	n.a.	n.a.	Yes							
PMDBM291	1269	Micrococcus	Genus	1269	Micrococcus	1268	Micrococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM292	1270	Micrococcus	luteus	Species	1269	Micrococcus	1268	Micrococcaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM295	582	Morganella	morganii	Species	581	Morganella	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM298	1763	Mycobacterium	Genus	1763	Mycobacterium	1762	Mycobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM299	2093	Mycoplasma	Genus	2093	Mycoplasma	2092	Mycoplasmataceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM300	2100	Mycoplasma	hyorhinis	Species	2093	Mycoplasma	2092	Mycoplasmataceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM302	283168	Odoribacter	Genus	283168	Odoribacter	1853231	Odoribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM303	28118	Odoribacter	splanchnicus	Species	283168	Odoribacter	1853231	Odoribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM305	459786	Oscillibacter	Genus	459786	Oscillibacter	216572	Oscillospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM308	375288	Parabacteroides	Genus	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM309	823	Parabacteroides	distasonis	Species	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM31	816	Bacteroides	Genus	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM310	435591	Parabacteroides	distasonis	ATCC8503	Strain	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM311	328812	Parabacteroides	goldsteinii	Species	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM312	537006	Parabacteroides	johnsonii	DSM18315	Strain	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM313	46503	Parabacteroides	merdae	Species	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM314	411477	Parabacteroides	merdae	ATCC43184	Strain	375288	Parabacteroides	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM315	577310	Parasutterella	Genus	577310	Parasutterella	995019	Sutterellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM316	1253	Pediococcus	Genus	1253	Pediococcus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM318	n.a.	Peptostreptococcus	anaerobius	240	Species	1257	Peptostreptococcus	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM322	33024	Phascolarctobacterium	Genus	33024	Phascolarctobacterium	909930	Acidaminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM324	703	Plesiomonas	shigelloides	Species	702	Plesiomonas	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM326	837	Porphyromonas	gingivalis	Species	836	Porphyromonas	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM328	838	Prevotella	Genus	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM329	165179	Prevotella	copri	Species	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM33	47678	Bacteroides	caccae	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM330	840	Prevotella	loescheii	Species	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM331	28135	Prevotella	oris	Species	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM339	471881	Proteus	penneri	ATCC35198	Strain	583	Proteus	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM34	411901	Bacteroides	caccae	ATCC43185	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM340	520999	Providencia	alcalifaciens	DSM30120	Strain	586	Providencia	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM341	521000	Providencia	rettgeri	DSM1131	Strain	586	Providencia	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM342	471874	Providencia	stuartii	ATCC25827	Strain	586	Providencia	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM346	286	Pseudomonas	Genus	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM347	287	Pseudomonas	aeruginosa	Species	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	Yes	Animal	Field	trial	(Animal)	Yes				
PMDBM349	303	Pseudomonas	putida	Species	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM35	537012	Bacteroides	cellulosilyticus	DSM14838	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM353	841	Roseburia	Genus	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM354	301301	Roseburia	hominis	Species	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM355	166486	Roseburia	intestinalis	Species	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM356	536231	Roseburia	intestinalis	L1-82	Strain	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM359	1263	Ruminococcus	Genus	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM36	547042	Bacteroides	coprophilus	DSM18228	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM360	1264	Ruminococcus	albus	Species	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
