<<<<<<< HEAD
Microbe	NCBI_id	Drug	Pubchem_id	Reference
Robinsoniella	588605	Naringin	442428	MagMD
Robinsoniella	588605	Ginsenoside	3086007	MagMD
Robinsoniella	588605	Rebaudioside A	6918840	MagMD
Robinsoniella	588605	Stevioside	442089	MagMD
Robinsoniella	588605	Isoquercetin	5280804	MagMD
Robinsoniella	588605	Sorivudine	5282192	MagMD
Robinsoniella	588605	5-Fluorouracil	3385	MagMD
Robinsoniella peoriensis	180332	Rutin	5280805	MagMD
Robinsoniella peoriensis	180332	Poncirin	442456	MagMD
Robinsoniella peoriensis	180332	Naringin	442428	MagMD
Robinsoniella peoriensis	180332	Ginsenoside	3086007	MagMD
Robinsoniella peoriensis	180332	Rebaudioside A	6918840	MagMD
Robinsoniella peoriensis	180332	Stevioside	442089	MagMD
Robinsoniella peoriensis	180332	Isoquercetin	5280804	MagMD
Robinsoniella peoriensis	180332	Sorivudine	5282192	MagMD
Robinsoniella peoriensis	180332	5-Fluorouracil	3385	MagMD
Romboutsia timonensis	1776391	Rutin	5280805	MagMD
Romboutsia timonensis	1776391	Rebaudioside A	6918840	MagMD
Romboutsia timonensis	1776391	Stevioside	442089	MagMD
Romboutsia timonensis	1776391	Isoquercetin	5280804	MagMD
Romboutsia timonensis	1776391	Sorivudine	5282192	MagMD
Romboutsia timonensis	1776391	5-Fluorouracil	3385	MagMD
Roseburia	841	Rutin	5280805	MagMD
Roseburia	841	Poncirin	442456	MagMD
Roseburia	841	Naringin	442428	MagMD
Roseburia	841	Ginsenoside	3086007	MagMD
Roseburia	841	Rebaudioside A	6918840	MagMD
Roseburia	841	Stevioside	442089	MagMD
Roseburia	841	Isoquercetin	5280804	MagMD
Roseburia	841	Sorivudine	5282192	MagMD
Roseburia	841	5-Fluorouracil	3385	MagMD
Roseburia faecis	301302	Digoxin	2724385	MagMD
Roseburia faecis	301302	Capecitabine	60953	MagMD
Roseburia faecis	301302	Clofazimine	2794	MagMD
Roseburia faecis	301302	Dolasetron	3033818	MagMD
Roseburia faecis	301302	Ketoconazole	3823	MagMD
Roseburia faecis	301302	Lovastatin	53232	MagMD
Roseburia faecis	301302	Misoprostol	5282381	MagMD
Roseburia faecis	301302	Nicardipine	4474	MagMD
Roseburia faecis	301302	Praziquantel	4891	MagMD
Roseburia faecis	301302	Risperidone	5073	MagMD
Roseburia faecis	301302	Ropinirole	5095	MagMD
Roseburia faecis	301302	Sulindac	1548887	MagMD
Roseburia hominis	301301	Rutin	5280805	MagMD
Roseburia hominis	301301	Poncirin	442456	MagMD
Roseburia hominis	301301	Naringin	442428	MagMD
Roseburia hominis	301301	Ginsenoside	3086007	MagMD
Roseburia hominis	301301	Rebaudioside A	6918840	MagMD
Roseburia hominis	301301	Stevioside	442089	MagMD
Roseburia hominis	301301	Isoquercetin	5280804	MagMD
Roseburia hominis	301301	Sorivudine	5282192	MagMD
Roseburia hominis	301301	5-Fluorouracil	3385	MagMD
Roseburia intestinalis	166486	Rutin	5280805	MagMD
Roseburia intestinalis	166486	Poncirin	442456	MagMD
Roseburia intestinalis	166486	Naringin	442428	MagMD
Roseburia intestinalis	166486	Ginsenoside	3086007	MagMD
Roseburia intestinalis	166486	Rebaudioside A	6918840	MagMD
Roseburia intestinalis	166486	Stevioside	442089	MagMD
Roseburia intestinalis	166486	Isoquercetin	5280804	MagMD
Roseburia intestinalis	166486	5-Fluorouracil	3385	MagMD
Roseburia inulinivorans	360807	Rutin	5280805	MagMD
Roseburia inulinivorans	360807	Rebaudioside A	6918840	MagMD
Roseburia inulinivorans	360807	Stevioside	442089	MagMD
Roseburia inulinivorans	360807	Isoquercetin	5280804	MagMD
Roseburia inulinivorans	360807	Sorivudine	5282192	MagMD
Roseburia inulinivorans	360807	5-Fluorouracil	3385	MagMD
Rothia	508215	5-Fluorouracil	3385	MagMD
Rothia aeria	172042	5-Fluorouracil	3385	MagMD
Rothia mucilaginosa	43675	5-Fluorouracil	3385	MagMD
Rubeoparvulum massiliense	1631346	5-Fluorouracil	3385	MagMD
Rubneribacter badeniensis	2070688	5-Fluorouracil	3385	MagMD
Ruminococcus	1263	Rutin	5280805	MagMD
Ruminococcus	1263	Rebaudioside A	6918840	MagMD
Ruminococcus	1263	Stevioside	442089	MagMD
Ruminococcus	1263	Isoquercetin	5280804	MagMD
Ruminococcus	1263	Sorivudine	5282192	MagMD
Ruminococcus	1263	5-Fluorouracil	3385	MagMD
Ruminococcus bromii	40518	Dolasetron	3033818	MagMD
Ruminococcus bromii	40518	Duloxetine	60835	MagMD
Ruminococcus bromii	40518	Ketoconazole	3823	MagMD
Ruminococcus bromii	40518	Lovastatin	53232	MagMD
Ruminococcus bromii	40518	Misoprostol	5282381	MagMD
Ruminococcus bromii	40518	Mycophenolate mofetil	5281078	MagMD
Ruminococcus bromii	40518	Nicardipine	4474	MagMD
Ruminococcus bromii	40518	Praziquantel	4891	MagMD
Ruminococcus bromii	40518	Ropinirole	5095	MagMD
Ruthenibacterium	1905344	Rutin	5280805	MagMD
Ruthenibacterium	1905344	Rebaudioside A	6918840	MagMD
Ruthenibacterium	1905344	Stevioside	442089	MagMD
Ruthenibacterium	1905344	Isoquercetin	5280804	MagMD
Ruthenibacterium	1905344	Sorivudine	5282192	MagMD
Ruthenibacterium	1905344	5-Fluorouracil	3385	MagMD
Ruthenibacterium lactatiformans	1550024	Rutin	5280805	MagMD
Ruthenibacterium lactatiformans	1550024	Poncirin	442456	MagMD
Ruthenibacterium lactatiformans	1550024	Naringin	442428	MagMD
Ruthenibacterium lactatiformans	1550024	Ginsenoside	3086007	MagMD
Ruthenibacterium lactatiformans	1550024	Rebaudioside A	6918840	MagMD
Ruthenibacterium lactatiformans	1550024	Stevioside	442089	MagMD
Ruthenibacterium lactatiformans	1550024	Isoquercetin	5280804	MagMD
Ruthenibacterium lactatiformans	1550024	Sorivudine	5282192	MagMD
Ruthenibacterium lactatiformans	1550024	5-Fluorouracil	3385	MagMD
Salinicola tamaricis	1771309	Rutin	5280805	MagMD
Salinicola tamaricis	1771309	Rebaudioside A	6918840	MagMD
Salinicola tamaricis	1771309	Stevioside	442089	MagMD
Salinicola tamaricis	1771309	Isoquercetin	5280804	MagMD
Salinicola tamaricis	1771309	Sorivudine	5282192	MagMD
Salinicola tamaricis	1771309	5-Fluorouracil	3385	MagMD
Salmonella bongori	54736	Rutin	5280805	MagMD
Salmonella bongori	54736	Poncirin	442456	MagMD
Salmonella bongori	54736	Naringin	442428	MagMD
Salmonella bongori	54736	Ginsenoside	3086007	MagMD
Salmonella bongori	54736	Rebaudioside A	6918840	MagMD
Salmonella bongori	54736	Stevioside	442089	MagMD
Salmonella bongori	54736	Isoquercetin	5280804	MagMD
Salmonella bongori	54736	Sorivudine	5282192	MagMD
Salmonella bongori	54736	5-Fluorouracil	3385	MagMD
Salmonella enterica	28901	Rutin	5280805	MagMD
Salmonella enterica	28901	Poncirin	442456	MagMD
Salmonella enterica	28901	Naringin	442428	MagMD
Salmonella enterica	28901	Ginsenoside	3086007	MagMD
Salmonella enterica	28901	Rebaudioside A	6918840	MagMD
Salmonella enterica	28901	Stevioside	442089	MagMD
Salmonella enterica	28901	Isoquercetin	5280804	MagMD
Salmonella enterica	28901	Sorivudine	5282192	MagMD
Salmonella enterica	28901	5-Fluorouracil	3385	MagMD
Scardovia wiggsiae	230143	Rutin	5280805	MagMD
Scardovia wiggsiae	230143	Rebaudioside A	6918840	MagMD
Scardovia wiggsiae	230143	Stevioside	442089	MagMD
Scardovia wiggsiae	230143	Isoquercetin	5280804	MagMD
Scardovia wiggsiae	230143	Sorivudine	5282192	MagMD
Scardovia wiggsiae	230143	5-Fluorouracil	3385	MagMD
Selenomonadaceae	1843491	Rutin	5280805	MagMD
Selenomonadaceae	1843491	Rebaudioside A	6918840	MagMD
Selenomonadaceae	1843491	Stevioside	442089	MagMD
Selenomonadaceae	1843491	Isoquercetin	5280804	MagMD
Selenomonadaceae	1843491	Sorivudine	5282192	MagMD
Selenomonadaceae	1843491	5-Fluorouracil	3385	MagMD
Sellimonas intestinalis	1653434	Sorivudine	5282192	MagMD
Sellimonas intestinalis	1653434	5-Fluorouracil	3385	MagMD
Senegalimassilia	1473205	5-Fluorouracil	3385	MagMD
Senegalimassilia anaerobia	1473216	5-Fluorouracil	3385	MagMD
Serratia liquefaciens	614	Rutin	5280805	MagMD
Serratia liquefaciens	614	Rebaudioside A	6918840	MagMD
Serratia liquefaciens	614	Stevioside	442089	MagMD
Serratia liquefaciens	614	Isoquercetin	5280804	MagMD
Serratia liquefaciens	614	Sorivudine	5282192	MagMD
Serratia liquefaciens	614	5-Fluorouracil	3385	MagMD
Serratia ureilytica	300181	Rutin	5280805	MagMD
Serratia ureilytica	300181	Rebaudioside A	6918840	MagMD
Serratia ureilytica	300181	Stevioside	442089	MagMD
Serratia ureilytica	300181	Isoquercetin	5280804	MagMD
Serratia ureilytica	300181	Sorivudine	5282192	MagMD
Serratia ureilytica	300181	5-Fluorouracil	3385	MagMD
Slackia exigua	84109	5-Fluorouracil	3385	MagMD
Sneathia	168808	5-Fluorouracil	3385	MagMD
Sneathia amnii	187101	Rutin	5280805	MagMD
Sneathia amnii	187101	Rebaudioside A	6918840	MagMD
Sneathia amnii	187101	Stevioside	442089	MagMD
Sneathia amnii	187101	Isoquercetin	5280804	MagMD
Sneathia amnii	187101	Sorivudine	5282192	MagMD
Sneathia amnii	187101	5-Fluorouracil	3385	MagMD
Sneathia sanguinegens	40543	Rutin	5280805	MagMD
Sneathia sanguinegens	40543	Rebaudioside A	6918840	MagMD
Sneathia sanguinegens	40543	Stevioside	442089	MagMD
Sneathia sanguinegens	40543	Isoquercetin	5280804	MagMD
Sneathia sanguinegens	40543	Sorivudine	5282192	MagMD
Sneathia sanguinegens	40543	5-Fluorouracil	3385	MagMD
Solobacterium	123375	Rutin	5280805	MagMD
Solobacterium	123375	Poncirin	442456	MagMD
Solobacterium	123375	Naringin	442428	MagMD
Solobacterium	123375	Ginsenoside	3086007	MagMD
Solobacterium	123375	Rebaudioside A	6918840	MagMD
Solobacterium	123375	Stevioside	442089	MagMD
Solobacterium	123375	Isoquercetin	5280804	MagMD
Solobacterium	123375	Sorivudine	5282192	MagMD
Solobacterium	123375	5-Fluorouracil	3385	MagMD
Solobacterium moorei	102148	Sorivudine	5282192	MagMD
Solobacterium moorei	102148	5-Fluorouracil	3385	MagMD
Sphingomonas	13687	Rutin	5280805	MagMD
Sphingomonas	13687	Poncirin	442456	MagMD
Sphingomonas	13687	Naringin	442428	MagMD
Sphingomonas	13687	Ginsenoside	3086007	MagMD
Sphingomonas	13687	Rebaudioside A	6918840	MagMD
Sphingomonas	13687	Stevioside	442089	MagMD
Sphingomonas	13687	Isoquercetin	5280804	MagMD
Sphingomonas ginsenosidimutans	862134	Rutin	5280805	MagMD
Sphingomonas ginsenosidimutans	862134	Rebaudioside A	6918840	MagMD
Sphingomonas ginsenosidimutans	862134	Stevioside	442089	MagMD
Sphingomonas ginsenosidimutans	862134	Isoquercetin	5280804	MagMD
Sphingomonas ginsenosidimutans	862134	Sorivudine	5282192	MagMD
Sporanaerobacter acetigenes	165813	5-Fluorouracil	3385	MagMD
Sporolactobacillus	2077	Sorivudine	5282192	MagMD
Sporolactobacillus	2077	5-Fluorouracil	3385	MagMD
Staphylococcus argenteus	985002	5-Fluorouracil	3385	MagMD
Staphylococcus aureus	1280	5-Fluorouracil	3385	MagMD
Staphylococcus capitis	29388	5-Fluorouracil	3385	MagMD
Staphylococcus epidermidis	1282	5-Fluorouracil	3385	MagMD
Staphylococcus haemolyticus	1283	5-Fluorouracil	3385	MagMD
Staphylococcus hominis	1290	5-Fluorouracil	3385	MagMD
Staphylococcus lugdunensis	28035	5-Fluorouracil	3385	MagMD
Staphylococcus nepalensis	214473	5-Fluorouracil	3385	MagMD
Staphylococcus schleiferi	1295	5-Fluorouracil	3385	MagMD
Staphylococcus warneri	1292	5-Fluorouracil	3385	MagMD
Staphylococcus xylosus	1288	5-Fluorouracil	3385	MagMD
Stenotrophomonas	40323	Rutin	5280805	MagMD
Stenotrophomonas	40323	Rebaudioside A	6918840	MagMD
Stenotrophomonas	40323	Stevioside	442089	MagMD
Stenotrophomonas	40323	Isoquercetin	5280804	MagMD
Stenotrophomonas	40323	5-Fluorouracil	3385	MagMD
Stenotrophomonas bentonitica	1450134	Rutin	5280805	MagMD
Stenotrophomonas bentonitica	1450134	Rebaudioside A	6918840	MagMD
Stenotrophomonas bentonitica	1450134	Stevioside	442089	MagMD
Stenotrophomonas bentonitica	1450134	Isoquercetin	5280804	MagMD
Stenotrophomonas bentonitica	1450134	5-Fluorouracil	3385	MagMD
Stenotrophomonas maltophilia	40324	Rutin	5280805	MagMD
Stenotrophomonas maltophilia	40324	Rebaudioside A	6918840	MagMD
Stenotrophomonas maltophilia	40324	Stevioside	442089	MagMD
Stenotrophomonas maltophilia	40324	Isoquercetin	5280804	MagMD
Stenotrophomonas maltophilia	40324	5-Fluorouracil	3385	MagMD
Stomatobaculum	1213720	Rutin	5280805	MagMD
Stomatobaculum	1213720	Rebaudioside A	6918840	MagMD
Stomatobaculum	1213720	Stevioside	442089	MagMD
Stomatobaculum	1213720	Isoquercetin	5280804	MagMD
Stomatobaculum	1213720	Sorivudine	5282192	MagMD
Stomatobaculum	1213720	5-Fluorouracil	3385	MagMD
Stomatobaculum longum	796942	Rutin	5280805	MagMD
Stomatobaculum longum	796942	Rebaudioside A	6918840	MagMD
Stomatobaculum longum	796942	Stevioside	442089	MagMD
Stomatobaculum longum	796942	Isoquercetin	5280804	MagMD
Stomatobaculum longum	796942	Sorivudine	5282192	MagMD
Stomatobaculum longum	796942	5-Fluorouracil	3385	MagMD
Streptococcus	1301	Rutin	5280805	MagMD
Streptococcus	1301	Rebaudioside A	6918840	MagMD
Streptococcus	1301	Stevioside	442089	MagMD
Streptococcus	1301	Isoquercetin	5280804	MagMD
Streptococcus	1301	Sorivudine	5282192	MagMD
Streptococcus	1301	5-Fluorouracil	3385	MagMD
Streptococcus agalactiae	1311	Sorivudine	5282192	MagMD
Streptococcus agalactiae	1311	5-Fluorouracil	3385	MagMD
Streptococcus anginosus	1328	Sorivudine	5282192	MagMD
Streptococcus anginosus	1328	5-Fluorouracil	3385	MagMD
Streptococcus constellatus	76860	Sorivudine	5282192	MagMD
Streptococcus constellatus	76860	5-Fluorouracil	3385	MagMD
Streptococcus equinus	1335	Rutin	5280805	MagMD
Streptococcus equinus	1335	Rebaudioside A	6918840	MagMD
Streptococcus equinus	1335	Stevioside	442089	MagMD
Streptococcus equinus	1335	Isoquercetin	5280804	MagMD
Streptococcus equinus	1335	Sorivudine	5282192	MagMD
Streptococcus equinus	1335	5-Fluorouracil	3385	MagMD
Streptococcus gordonii	1302	Sorivudine	5282192	MagMD
Streptococcus gordonii	1302	5-Fluorouracil	3385	MagMD
Streptococcus infantarius	102684	Rutin	5280805	MagMD
Streptococcus infantarius	102684	Rebaudioside A	6918840	MagMD
Streptococcus infantarius	102684	Stevioside	442089	MagMD
Streptococcus infantarius	102684	Isoquercetin	5280804	MagMD
Streptococcus infantarius	102684	Sorivudine	5282192	MagMD
Streptococcus infantarius	102684	5-Fluorouracil	3385	MagMD
Streptococcus lutetiensis	150055	Rutin	5280805	MagMD
Streptococcus lutetiensis	150055	Rebaudioside A	6918840	MagMD
Streptococcus lutetiensis	150055	Stevioside	442089	MagMD
Streptococcus lutetiensis	150055	Isoquercetin	5280804	MagMD
Streptococcus lutetiensis	150055	5-Fluorouracil	3385	MagMD
Streptococcus mitis	28037	5-Fluorouracil	3385	MagMD
Streptococcus mutans	1309	Sorivudine	5282192	MagMD
Streptococcus mutans	1309	5-Fluorouracil	3385	MagMD
Streptococcus oralis	1303	Sorivudine	5282192	MagMD
Streptococcus oralis	1303	5-Fluorouracil	3385	MagMD
Streptococcus parasanguinis	1318	Poncirin	442456	MagMD
Streptococcus parasanguinis	1318	Rutin	5280805	MagMD
Streptococcus parasanguinis	1318	Naringin	442428	MagMD
Streptococcus parasanguinis	1318	Ginsenoside	3086007	MagMD
Streptococcus parasanguinis	1318	Sorivudine	5282192	MagMD
Streptococcus parasanguinis	1318	5-Fluorouracil	3385	MagMD
Streptococcus pasteurianus	197614	Rutin	5280805	MagMD
Streptococcus pasteurianus	197614	Poncirin	442456	MagMD
Streptococcus pasteurianus	197614	Naringin	442428	MagMD
Streptococcus pasteurianus	197614	Ginsenoside	3086007	MagMD
Streptococcus pasteurianus	197614	Rebaudioside A	6918840	MagMD
Streptococcus pasteurianus	197614	Stevioside	442089	MagMD
Streptococcus pasteurianus	197614	Isoquercetin	5280804	MagMD
Streptococcus pasteurianus	197614	Sorivudine	5282192	MagMD
Streptococcus pasteurianus	197614	5-Fluorouracil	3385	MagMD
Streptococcus peroris	68891	Sorivudine	5282192	MagMD
Streptococcus peroris	68891	5-Fluorouracil	3385	MagMD
Streptococcus salivarius	1304	Sorivudine	5282192	MagMD
Streptococcus salivarius	1304	5-Fluorouracil	3385	MagMD
Streptococcus thermophilus	1308	Sorivudine	5282192	MagMD
Streptococcus thermophilus	1308	5-Fluorouracil	3385	MagMD
Streptococcus timonensis	1852387	Sorivudine	5282192	MagMD
Streptococcus timonensis	1852387	5-Fluorouracil	3385	MagMD
Streptococcus vestibularis	1343	Sorivudine	5282192	MagMD
Streptococcus vestibularis	1343	5-Fluorouracil	3385	MagMD
Streptomyces albus	1888	Rutin	5280805	MagMD
Streptomyces albus	1888	Rebaudioside A	6918840	MagMD
Streptomyces albus	1888	Stevioside	442089	MagMD
Streptomyces albus	1888	Isoquercetin	5280804	MagMD
Streptomyces albus	1888	5-Fluorouracil	3385	MagMD
Succinatimonas	674963	Poncirin	442456	MagMD
Succinatimonas	674963	Rutin	5280805	MagMD
Succinatimonas	674963	Naringin	442428	MagMD
Succinatimonas	674963	Ginsenoside	3086007	MagMD
Succinatimonas	674963	Sorivudine	5282192	MagMD
Succinatimonas hippei	626938	Poncirin	442456	MagMD
Succinatimonas hippei	626938	Rutin	5280805	MagMD
Succinatimonas hippei	626938	Naringin	442428	MagMD
Succinatimonas hippei	626938	Ginsenoside	3086007	MagMD
Succinatimonas hippei	626938	Sorivudine	5282192	MagMD
Succiniclasticum	40840	Poncirin	442456	MagMD
Succiniclasticum	40840	Rutin	5280805	MagMD
Succiniclasticum	40840	Naringin	442428	MagMD
Succiniclasticum	40840	Ginsenoside	3086007	MagMD
Succiniclasticum	40840	Sorivudine	5282192	MagMD
Succiniclasticum	40840	5-Fluorouracil	3385	MagMD
Succinivibrio	83770	Rutin	5280805	MagMD
Succinivibrio	83770	Poncirin	442456	MagMD
Succinivibrio	83770	Naringin	442428	MagMD
Succinivibrio	83770	Ginsenoside	3086007	MagMD
Succinivibrio	83770	Rebaudioside A	6918840	MagMD
Succinivibrio	83770	Stevioside	442089	MagMD
Succinivibrio	83770	Isoquercetin	5280804	MagMD
Succinivibrio	83770	Sorivudine	5282192	MagMD
Succinivibrio	83770	5-Fluorouracil	3385	MagMD
Sutterella	40544	Rutin	5280805	MagMD
Sutterella	40544	Rebaudioside A	6918840	MagMD
Sutterella	40544	Stevioside	442089	MagMD
Sutterella	40544	Isoquercetin	5280804	MagMD
Sutterella	40544	5-Fluorouracil	3385	MagMD
Sutterella parvirubra	437898	Rutin	5280805	MagMD
Sutterella parvirubra	437898	Rebaudioside A	6918840	MagMD
Sutterella parvirubra	437898	Stevioside	442089	MagMD
Sutterella parvirubra	437898	Isoquercetin	5280804	MagMD
Sutterella parvirubra	437898	5-Fluorouracil	3385	MagMD
Terrisporobacter	1505652	Rutin	5280805	MagMD
Terrisporobacter	1505652	Rebaudioside A	6918840	MagMD
Terrisporobacter	1505652	Stevioside	442089	MagMD
Terrisporobacter	1505652	Isoquercetin	5280804	MagMD
Terrisporobacter	1505652	Sorivudine	5282192	MagMD
Terrisporobacter	1505652	5-Fluorouracil	3385	MagMD
Terrisporobacter othiniensis	1577792	Rutin	5280805	MagMD
Terrisporobacter othiniensis	1577792	Rebaudioside A	6918840	MagMD
Terrisporobacter othiniensis	1577792	Stevioside	442089	MagMD
Terrisporobacter othiniensis	1577792	Isoquercetin	5280804	MagMD
Terrisporobacter othiniensis	1577792	Sorivudine	5282192	MagMD
Terrisporobacter othiniensis	1577792	5-Fluorouracil	3385	MagMD
Tessaracoccus massiliensis	1522311	Rutin	5280805	MagMD
Tessaracoccus massiliensis	1522311	Poncirin	442456	MagMD
Tessaracoccus massiliensis	1522311	Naringin	442428	MagMD
Tessaracoccus massiliensis	1522311	Ginsenoside	3086007	MagMD
Tessaracoccus massiliensis	1522311	Rebaudioside A	6918840	MagMD
Tessaracoccus massiliensis	1522311	Stevioside	442089	MagMD
Tessaracoccus massiliensis	1522311	Isoquercetin	5280804	MagMD
Tessaracoccus massiliensis	1522311	Sorivudine	5282192	MagMD
Tessaracoccus massiliensis	1522311	5-Fluorouracil	3385	MagMD
Timonella senegalensis	1465825	Rutin	5280805	MagMD
Timonella senegalensis	1465825	Rebaudioside A	6918840	MagMD
Timonella senegalensis	1465825	Stevioside	442089	MagMD
Timonella senegalensis	1465825	Isoquercetin	5280804	MagMD
Timonella senegalensis	1465825	Sorivudine	5282192	MagMD
Timonella senegalensis	1465825	5-Fluorouracil	3385	MagMD
Traorella	1929045	Rutin	5280805	MagMD
Traorella	1929045	Rebaudioside A	6918840	MagMD
Traorella	1929045	Stevioside	442089	MagMD
Traorella	1929045	Isoquercetin	5280804	MagMD
Traorella	1929045	5-Fluorouracil	3385	MagMD
Turicibacter sanguinis	154288	Rutin	5280805	MagMD
Turicibacter sanguinis	154288	Rebaudioside A	6918840	MagMD
Turicibacter sanguinis	154288	Stevioside	442089	MagMD
Turicibacter sanguinis	154288	Isoquercetin	5280804	MagMD
Turicibacter sanguinis	154288	Sorivudine	5282192	MagMD
Turicibacter sanguinis	154288	5-Fluorouracil	3385	MagMD
Turicimonas	1918598	Rutin	5280805	MagMD
Turicimonas	1918598	Rebaudioside A	6918840	MagMD
Turicimonas	1918598	Stevioside	442089	MagMD
Turicimonas	1918598	Isoquercetin	5280804	MagMD
Turicimonas	1918598	5-Fluorouracil	3385	MagMD
Turicimonas muris	1796652	Rutin	5280805	MagMD
Turicimonas muris	1796652	Rebaudioside A	6918840	MagMD
Turicimonas muris	1796652	Stevioside	442089	MagMD
Turicimonas muris	1796652	Isoquercetin	5280804	MagMD
Turicimonas muris	1796652	5-Fluorouracil	3385	MagMD
Tyzzerella	1506577	Rutin	5280805	MagMD
Tyzzerella	1506577	Poncirin	442456	MagMD
Tyzzerella	1506577	Naringin	442428	MagMD
Tyzzerella	1506577	Ginsenoside	3086007	MagMD
Tyzzerella	1506577	Rebaudioside A	6918840	MagMD
Tyzzerella	1506577	Stevioside	442089	MagMD
Tyzzerella	1506577	Isoquercetin	5280804	MagMD
Tyzzerella	1506577	Sorivudine	5282192	MagMD
Tyzzerella	1506577	5-Fluorouracil	3385	MagMD
Tyzzerella nexilis	29361	Rutin	5280805	MagMD
Tyzzerella nexilis	29361	Rebaudioside A	6918840	MagMD
Tyzzerella nexilis	29361	Stevioside	442089	MagMD
Tyzzerella nexilis	29361	Isoquercetin	5280804	MagMD
Tyzzerella nexilis	29361	Sorivudine	5282192	MagMD
Tyzzerella nexilis	29361	5-Fluorouracil	3385	MagMD
Ureaplasma parvum	134821	5-Fluorouracil	3385	MagMD
Urmitella timonensis	1870994	Sorivudine	5282192	MagMD
Urmitella timonensis	1870994	5-Fluorouracil	3385	MagMD
Vagococcus	2737	5-Fluorouracil	3385	MagMD
Vagococcus teuberi	519472	5-Fluorouracil	3385	MagMD
Varibaculum	184869	Sorivudine	5282192	MagMD
Varibaculum	184869	5-Fluorouracil	3385	MagMD
Varibaculum cambriense	184870	Sorivudine	5282192	MagMD
Varibaculum cambriense	184870	5-Fluorouracil	3385	MagMD
Veillonella	29465	5-Fluorouracil	3385	MagMD
Veillonella atypica	39777	5-Fluorouracil	3385	MagMD
Veillonella dispar	39778	5-Fluorouracil	3385	MagMD
Veillonella infantium	1911679	5-Fluorouracil	3385	MagMD
Veillonella parvula	29466	5-Fluorouracil	3385	MagMD
Veillonella rogosae	423477	5-Fluorouracil	3385	MagMD
Veillonella tobetsuensis	1110546	5-Fluorouracil	3385	MagMD
Veillonellales	1843489	5-Fluorouracil	3385	MagMD
Vibrio cholerae	666	Rutin	5280805	MagMD
Vibrio cholerae	666	Rebaudioside A	6918840	MagMD
Vibrio cholerae	666	Stevioside	442089	MagMD
Vibrio cholerae	666	Isoquercetin	5280804	MagMD
Vibrio cholerae	666	Tryptophan	6305	MagMD
Vibrio cholerae	666	Sorivudine	5282192	MagMD
Vibrio cholerae	666	5-Fluorouracil	3385	MagMD
Vibrio fluvialis	676	Rutin	5280805	MagMD
Vibrio fluvialis	676	Rebaudioside A	6918840	MagMD
Vibrio fluvialis	676	Stevioside	442089	MagMD
Vibrio fluvialis	676	Isoquercetin	5280804	MagMD
Vibrio fluvialis	676	Tryptophan	6305	MagMD
Vibrio fluvialis	676	Sorivudine	5282192	MagMD
Vibrio fluvialis	676	5-Fluorouracil	3385	MagMD
Vibrio furnissii	29494	Rutin	5280805	MagMD
Vibrio furnissii	29494	Rebaudioside A	6918840	MagMD
Vibrio furnissii	29494	Stevioside	442089	MagMD
Vibrio furnissii	29494	Isoquercetin	5280804	MagMD
Vibrio furnissii	29494	Tryptophan	6305	MagMD
Vibrio furnissii	29494	Sorivudine	5282192	MagMD
Vibrio furnissii	29494	5-Fluorouracil	3385	MagMD
Vibrio metoecus	1481663	Rutin	5280805	MagMD
Vibrio metoecus	1481663	Rebaudioside A	6918840	MagMD
Vibrio metoecus	1481663	Stevioside	442089	MagMD
Vibrio metoecus	1481663	Isoquercetin	5280804	MagMD
Vibrio metoecus	1481663	Tryptophan	6305	MagMD
Vibrio metoecus	1481663	Sorivudine	5282192	MagMD
Vibrio metoecus	1481663	5-Fluorouracil	3385	MagMD
Vibrio parahaemolyticus	670	Tryptophan	6305	MagMD
Vibrio parahaemolyticus	670	5-Fluorouracil	3385	MagMD
Vibrio vulnificus	672	Rutin	5280805	MagMD
Vibrio vulnificus	672	Rebaudioside A	6918840	MagMD
Vibrio vulnificus	672	Stevioside	442089	MagMD
Vibrio vulnificus	672	Isoquercetin	5280804	MagMD
Vibrio vulnificus	672	Tryptophan	6305	MagMD
Vibrio vulnificus	672	Sorivudine	5282192	MagMD
Vibrio vulnificus	672	5-Fluorouracil	3385	MagMD
Victivallaceae	255528	Rutin	5280805	MagMD
Victivallaceae	255528	Poncirin	442456	MagMD
Victivallaceae	255528	Naringin	442428	MagMD
Victivallaceae	255528	Ginsenoside	3086007	MagMD
Victivallaceae	255528	Rebaudioside A	6918840	MagMD
Victivallaceae	255528	Stevioside	442089	MagMD
Victivallaceae	255528	Isoquercetin	5280804	MagMD
Victivallaceae	255528	Sorivudine	5282192	MagMD
Victivallaceae	255528	5-Fluorouracil	3385	MagMD
Victivallis	172900	Rutin	5280805	MagMD
Victivallis	172900	Poncirin	442456	MagMD
Victivallis	172900	Naringin	442428	MagMD
Victivallis	172900	Ginsenoside	3086007	MagMD
Victivallis	172900	Rebaudioside A	6918840	MagMD
Victivallis	172900	Stevioside	442089	MagMD
Victivallis	172900	Isoquercetin	5280804	MagMD
Victivallis	172900	Sorivudine	5282192	MagMD
Victivallis	172900	5-Fluorouracil	3385	MagMD
Victivallis vadensis	172901	Rutin	5280805	MagMD
Victivallis vadensis	172901	Poncirin	442456	MagMD
Victivallis vadensis	172901	Naringin	442428	MagMD
Victivallis vadensis	172901	Ginsenoside	3086007	MagMD
Victivallis vadensis	172901	Rebaudioside A	6918840	MagMD
Victivallis vadensis	172901	Stevioside	442089	MagMD
